score,at,content,label
5,2025-05-26 01:30:25,sangat membantu,positif
1,2025-05-26 01:28:36,"tolong dong banyak banget bug nya, salah satunya verifikasi wajah sudah saya coba berkali kali tetap tidak bisa gimana sih bukannya memudahkan malah mensusahkan",negatif
5,2025-05-26 01:23:06,sangat puas,positif
1,2025-05-26 01:18:44,aplikasi gajelas masa mau masukin kode Verifikasi nya lama bener padahal sinyal full inii operator nya atau gimana si? tolong lah jangan buat orang emosi yang gesit dikit kalo buat aplikasi ga kek gini bikin orang kecewa aja,negatif
5,2025-05-26 00:57:14,Sangat memuaskan pelayanannya.. saya terbantu sekali 😍😍😍👍,positif
1,2025-05-26 00:53:00,aplikasi pembaharuan mulu..pas masuk lagi susah..mau berobat bikin ribet harus pke aplikasi..🤦🤦😬,negatif
1,2025-05-26 00:52:59,"Gak bisa verifikasi wajah, padahal keadaan sekitar udah good. kuota oke. Aplikasinya minta diservis, Min.",positif
1,2025-05-26 00:49:54,aplikasi pelayanan masyarakat tapi burukkkkk bangettt,negatif
5,2025-05-26 00:41:14,mudah dan cepat,positif
5,2025-05-26 00:29:09,mantul,positif
5,2025-05-26 00:29:06,sangat membantu,positif
5,2025-05-26 00:28:55,"aplikasi yg sangat mempermudah peserta dalam akses status kepesertaan, ubah data EKTP, cek kartu digital, mendaftarkan rencana cicilan bertahap (apabila ada tunggakan) ataupun auto debet, skrining kesehatan, cek riwayat pembayaran iuran, konsultasi dokter... dan lain lain... cocok sekali nih bagi yg aktifitas padat, tidak perlu datang ke kantor sudah dapat diselesaikan dalam fitur yang ada pada aplikasi... pendaftarannya mudah...tanpa harus dtang ke kantor...",positif
3,2025-05-26 00:27:58,"min knp saya gabisa ambil antrean ya, pdhl sore ini kena rujukan?",netral
5,2025-05-26 00:19:11,memudahkan,positif
5,2025-05-26 00:11:31,mempermudah banget sekarang bisa daftar antrean dri aplikasi tanpa hrs ribet ngantri ngubah faskes juga jdi mudah tinggal pilih faskesnya,positif
3,2025-05-25 23:36:20,kode Verifikasi ny kok ngga masuk gimna,positif
1,2025-05-25 23:13:27,"pelayanan aplikasi lemot. gajelas. suruh daftar melulu. giliran udah daftar no handphone gaboleh kosong. giliran di isi kode konfirmasi ga nongol"" emang elu"" pada kaga ada niatan kerja",negatif
5,2025-05-25 23:12:24,baik 👍👍,positif
4,2025-05-25 23:08:09,oke mudah mudahan bisa istiqomah,positif
1,2025-05-25 22:38:08,mau daftar ke rs di hari yang sama sj tdk bisa. ribeeet !! 👎👎,negatif
2,2025-05-25 22:09:23,"min,tolonglah mau login gk bisa.lupa sandi tp kode OTP tidak bisa masuk,kartu aktif,jaringan ok pulsa mencukupi.Ternyata kassusnya banyak ya min,toloong segera diperbaiki.Bagaimana mau menggunakan aplikasinya jika banyak aduan tapi tidak ada respon dan perbaikan",negatif
5,2025-05-25 21:37:52,ok banget...,positif
1,2025-05-25 19:43:27,susah sekali untuk daftar antrean,negatif
1,2025-05-25 19:28:38,woyy...banya bug setan,negatif
5,2025-05-25 18:44:24,aku kok g bisa masuk sii.. gmn carax..? no. BPJS aku katax g terdaftar..pdhl uda terdaftar tiap bulan aku byr.. trus gmn cara nurunin klas lwt apl ini..?😒,positif
2,2025-05-25 17:24:00,"mau daftar gagal terus, ga pernah dapet kode verifikasi. udah coba makek nomor satunya tetep ga bisa dapet kode verifikasinya. tolong gmn ini solusinya",negatif
1,2025-05-25 17:17:44,mau daftar aja susah bgt. gabisa². udah masukin nomor yg ada pulsanya tetep gada notif. pake nmr di hp lain juga. dicoba berhari² tetep sama. ga berfungsi bgt.,negatif
5,2025-05-25 17:04:43,ok,positif
1,2025-05-25 16:44:32,ini aplikasi susah bgt gk bner masa otp berkali2 gk terkirim ya ampun parah bgt,negatif
5,2025-05-25 16:36:50,Alhamdulillah BPJS kesehatan saya bisa di update ke BPJS kesehatan mandiri,positif
2,2025-05-25 16:31:47,"aplikasi sering eror,, tidak dapat memverifikasi nomor telepon ketika ingin mendaftar",negatif
3,2025-05-25 15:59:22,kenapa ya sulit buat ganti no hv nya,netral
1,2025-05-25 15:55:33,aplikasi nga jelas orang mau cek krna sakit malah dipersulit hapus aja apk nya woi BPJS,negatif
1,2025-05-25 15:37:49,"PARAH aplikasi nya kacau bukan nya makin mudah malah mempersulit. Di bagian verifikasi wajah selalu tidak bisa padahal sudah mengikuti sesua peraturan yang ada seperti berada di tempat terang sedangkan saya sudah berada di bawah matahari malah, melepas kacamata dll, dan juga dari mulai menghadap kiri kanan, senyum, kedip. Semua sudah di lakukan namun, apa hasil nya? NIHIL semua tidak berhasil alasannya verivikasi selalu gagal. Tolong lah kalau bikin aplikasi tuh yang bener gitu loh.",negatif
1,2025-05-25 15:37:05,"aneh blm dpt otp peripikasi tp data masuk, mau D buka minta pasword lah pswordny aja blm kode otp peripikasi g da gmn mau lieurrrrrr,, knh yeu tehhhhh butuhh rek berobat kudu wae daftar na mobile jkn hahhhhhhhh",negatif
5,2025-05-25 15:32:21,Alhamdulillah Mobil JKN sangat membantu kami dan memudahkan kami..,positif
1,2025-05-25 14:27:22,"aplikasi gajelas mau verifikasi nomor hp aja gabisa padahal masih aktif dan pulsa cukup, kabanyakan korup lu aplikasi masih banyak bug diluncurin",negatif
5,2025-05-25 14:09:33,pengalaman saya sll baik.alhamdulillah,positif
1,2025-05-25 14:01:49,Uda daftarin nya bner2 TPI tulisan data tidak terverifikasi.melambat kita mw proses berobat,negatif
5,2025-05-25 14:01:41,"Bermanfaat, bermartabat, jaya jaya juara",positif
5,2025-05-25 13:51:36,mudah digunakan,positif
4,2025-05-25 13:49:36,saya kasih 4 bintang karena tidak bisa menambahkan peserta BPJS anak yang baru lahir melalui handphone/HP Android.,negatif
5,2025-05-25 13:39:53,keren sii😍😍,positif
5,2025-05-25 13:33:44,sangat membantu,positif
5,2025-05-25 13:31:21,aplikasi sangat membantu,positif
5,2025-05-25 13:26:04,Bermanfaat,positif
5,2025-05-25 13:21:01,sangat bagus,positif
5,2025-05-25 13:17:46,blm pernah merasakan bantuan pemerintah,positif
4,2025-05-25 13:16:58,"ini kenapa kok saya harus daftar ulang lagi, giliran daftar ulang katanya nomor hp sdh oernah digunakan, aneh bgt, tlg dong saya butuh buat daftarin ke faskes berikutnya soalnya",positif
5,2025-05-25 13:06:53,sangat membantu,positif
1,2025-05-25 13:02:37,"Verifikasi email bisa, verifikasi nomor telepon tidak bisa (alasan nomor telepon tidak aktif/tidak ada pulsa) apakah kode otp biayanya ditangguhkan kepada user? mohon bantuannya terimakasih.",negatif
1,2025-05-25 12:57:27,"gimana sih aplikasi isi selalu nge bug terus akun tiba"" keluar sendiri dan mau login lagi susah sekali mohon di perbaiki",negatif
1,2025-05-25 12:56:38,"untuk daftar sulit, verifikasi wajah susah bgt. kalo begini terus mah ngapain di Adain apk ini",negatif
1,2025-05-25 12:47:44,"aplikasi busuk otp no HP gak muncul""",negatif
4,2025-05-25 12:35:54,oke,positif
5,2025-05-25 12:23:24,baik,positif
5,2025-05-25 12:18:25,Ok..,positif
5,2025-05-25 12:11:24,baguss. sangat membantu untuk melihat update kepesertaan,positif
5,2025-05-25 12:11:12,alhamdulilah penanganan gratis,positif
5,2025-05-25 11:40:55,sangat membantu .semoga semakin maju dan canggih lagi,positif
4,2025-05-25 11:40:06,layanan memuaskan,positif
2,2025-05-25 11:33:11,"plisss deh yaaa tolong jangan di persulit, tolong di perbaiki, soal pasword kenapaa harus ribet banget, aku bikin pasword pakai spasi tpi pas masuk malah gabisa pakai spasi, ini salah satu fitur mempersulit",negatif
5,2025-05-25 11:24:18,semoga BPJS bisa membantu orang orang yang susah dan tidak di persulit,positif
2,2025-05-25 11:04:31,ko saya gagal terus ya veripikasi wajah nya,negatif
1,2025-05-25 10:56:18,cukup membantu,positif
1,2025-05-25 10:55:28,no yang didaftarin mana minta verefikasi no yang mana😐gak sesuai no yang didaftaran ma mau minta verefikasi,negatif
4,2025-05-25 10:44:16,apakah pendaftaran online sudah bisa digunakan untuk peserta yang dirujuk keluar daerah???,positif
1,2025-05-25 10:36:57,nungguin verifikasi SMS nya lama banget,negatif
1,2025-05-25 10:25:35,"aplikasi bobrok nik udh bener sesuai di ktp malah nama gk sesuai peakk,pake software tahun kapan kok masih bobrok kwkwkwk ngabisin anggaran negara aja😂😂🤪",positif
5,2025-05-25 10:13:15,aplikasi mudah di akses,positif
1,2025-05-25 10:09:24,ini aplikasi pemerintah tpi pelayanannya kurang bgt. saya mau daftar smpe di sesi verifikasi no hp aja gabisa gada pesan OTP masuk. tolong segera dibenahi.,negatif
1,2025-05-25 10:07:08,saya mau masuk akun gk bisa2 padahal udah isi nomor telpon yang terdaftar tapi gk dikirim2 kode verifikasi nya. chat wa cuma balasan pake robot ah elah apk gk guna bngt,negatif
5,2025-05-25 09:31:09,ok,positif
5,2025-05-25 09:19:34,"mantap, mudah di akses & sangat membantu 👍👍👍👍👍",positif
5,2025-05-25 09:16:47,GOOD,positif
5,2025-05-25 09:08:11,Mantull,positif
5,2025-05-25 09:01:41,"dalam satu aplikasi terdapat berbagai macam pelayanan, sempat terkendala dalam verifikasi akun",positif
5,2025-05-25 08:47:42,terbantu n mudah,positif
5,2025-05-25 08:47:04,mudah digunakan,positif
1,2025-05-25 08:45:07,"selalu keluar aplikasi, padahal baru di masukin keluar lagi gimana sih",negatif
1,2025-05-25 08:44:16,"perubahan data tidak bisa, pake verifikasi wajah, sudah dilakukan tapi cuma muter terus, mohon diganti saja Tim IT nya",negatif
1,2025-05-25 08:43:55,"seperti biasa aplikasi pemerintah ribet dan jelek, sok digital",negatif
5,2025-05-25 08:27:47,Aplikasi sangat membantu,positif
5,2025-05-25 08:26:42,Sangat membantu,positif
1,2025-05-25 08:20:33,"Kenapa harus ada hukuman 40hari layanan setelah dibayar lunas, itu sangat merugikan sekali. Bukannya meringankan beban rakyat tapi malah mencekik rakyat. hari minggu dan tgl merah pelayanan juga libur. sangat parah sekali pelayanan publik di negeriku Indonesia",negatif
1,2025-05-25 08:19:07,aplikasi di perbaharui makin ngak jelas dan tidak berguna. selalu login dan gagal terus. makin mempersulit penggunanya,negatif
1,2025-05-25 08:06:45,"Mau verifikasi susahnya, kode OTPnya gak terkirim2. Sudah diulang2 ttp saja gak ada",negatif
1,2025-05-25 07:55:19,Aplikasi cacat. Andai bukan karena butuh . Gak sudi aku instal apk secacat ini.,negatif
1,2025-05-25 07:53:08,"ingin ganti nomor HP aja susah nya minta ampun,",negatif
1,2025-05-25 07:39:25,"kenapa ya mau daftar stuck di verifikasi ngak dapet kode,padahal udah ganti² nomer ngak dapet pesan notif🙏",negatif
5,2025-05-25 07:37:20,good ... ........,positif
3,2025-05-25 07:37:19,semoga lebih baik lagi dah slalu berbenah yaaa. amin,positif
1,2025-05-25 07:31:47,sangat susah untuk daftar saja sudah masuk pakai nomer hp aja kode otp ngak pernah muncul,negatif
5,2025-05-25 07:27:23,mempermudah dan membantu sekali,positif
1,2025-05-25 06:48:38,terkendala verifikasi bukan nya mempermudah malah ribet,negatif
1,2025-05-25 06:38:44,uang rakyat di hambur-hambur kan cuma buat aplikasi gak guna kayak gini??? mau daftar aja ribet nya minta ampun udah itu verifikasi nya gak jelas masak udah sampai 5 kali coba buat verifikasi masihh aja gak bisa.,negatif
1,2025-05-25 06:30:13,"dikarenakan banyak kendala ketika mau daftar, verifikasi nomer kode OTP aja susah bnget ngga muncul muncul",negatif
5,2025-05-25 06:27:51,Bpjs oke,positif
4,2025-05-25 06:27:43,"lumayan,",positif
4,2025-05-25 06:14:59,kenapa jadi gak bisa pindah faskes,positif
4,2025-05-25 05:55:16,bagus,positif
5,2025-05-25 05:46:03,sangat membantu,positif
5,2025-05-25 05:35:45,mantap,positif
5,2025-05-25 05:31:18,dengan adanya program mobile JKN dan Askes ini sangat membantu sekali untuk rakyat Indonesia,positif
5,2025-05-25 05:21:09,"bagus, tıdak perlu ke kantor nya, cukup ubah data, dan tambah peserta Dı mobile JKN , mantap",positif
5,2025-05-25 05:16:04,sangat membantu,positif
5,2025-05-25 05:10:29,mudah,positif
1,2025-05-25 05:05:59,"ko aku gabisa daftar yaa, tiap masukan no tlp harus pake kode verifikasi tp kodenya ga masuk masuk, pdhl pesan dari yg lain bisa masuk anehh ya",negatif
1,2025-05-25 05:05:17,"Aplikasi gak jelas!! daritadi login pakai nomor hp malah gak muncul kode OTP nya, sebenarnya ini bisa digunakan dengan baik gak aplikasinya??",positif
5,2025-05-25 05:01:45,sangat membantu sekali,positif
4,2025-05-25 04:48:07,"mantap, membantu sekali dan sangat mudah. semoga tetap bisa bertahan dg lebih baik lagi pelayanannya",positif
5,2025-05-25 04:27:59,semakin ringan aksesnya dan responsif,positif
1,2025-05-25 04:23:45,aplikasi busuk apalah daftar susah banget mau berobat aja di bikin susah,negatif
2,2025-05-25 04:05:56,ini kenapa yah mau daftar no antrian tpi gak bisa2.. sllu GAGAL TERHUBUNG KE SERVER RS ??,negatif
2,2025-05-25 03:41:50,aplikasi yang pas masuk sering privikasi yg buat kesal selama penggunaank tak terhitung privikasi dihapus payah urusan dipakai buat kesal saja.,negatif
5,2025-05-25 03:41:14,"Mudah, Cepat, Tepat",positif
5,2025-05-25 03:39:07,berobat,positif
5,2025-05-25 03:20:53,baik sekali,positif
1,2025-05-25 02:52:43,"saya mau daftar online buat periksa ga bisa terus,katanya ga bisa terhubung ke server rs nya..ini gimana sih",negatif
1,2025-05-25 02:46:24,verifikasi no telpon tidak ada SMS susah sekali untuk daftar verifikasi email sudah tapi harus verifikasi no telpon yang ngga dapet codenya udah ganti nomor tetep aja aplikasi gajelas,negatif
1,2025-05-25 02:34:56,nggak ngirim kode otp sama sekali,negatif
1,2025-05-25 02:23:41,"tolong kalian perbaiki sistem verifikasi nomor otp kalian,masak aplikasi yang bekerja di bawah naungan pemerintah malah tidak ada kualitasnya,percuma sarjana tinggi kalian tapi mengurus kerusakan sistem otp saja tidak bisa",negatif
1,2025-05-25 02:23:23,"aplikasi kocak masa otp gak nongol, malah dipersulit gini",negatif
5,2025-05-25 02:16:17,mantap surantap,positif
5,2025-05-25 01:32:04,mantap,positif
5,2025-05-25 01:31:06,thanks for your JKN Alhamdulillah tanpa susah payah udah langsung ada kartu KISnya😊,negatif
4,2025-05-25 01:01:12,sangat membantu,positif
5,2025-05-25 01:00:26,sangat bagus,positif
5,2025-05-25 00:50:55,"puas bngt pokok,y",positif
5,2025-05-25 00:34:15,mantap app ini jkn jos tingkatkan lagi,positif
5,2025-05-24 23:35:53,aplikasi bagus,positif
3,2025-05-24 23:24:20,"hi developer, pertimbangkan kemudahan untuk pengguna lanjut usia (lansia) seperti login, capcha yg jelas, pilihan input NIK atau nomor BPJS dst, terima kasih",positif
1,2025-05-24 23:23:52,"Harus berapa kali verifikasi wajah tengok kanan, tengok kiri, senyum, dan berkedip? Harus berapa kali percobaan agar berhasil? Sudah puluhan kali mencoba gagal selalu. Tak hanya itu, mau ulangi juga tombol MULAI nya tidak berfungsi meskipun berkali-kali mencoba. Buatlah aplikasi yang simple dan mudah digunakan user, keren sih tapi kalau susah dipakai ya untuk apa. Tingkatkan lagi ya performanya. Terima kasih.",negatif
1,2025-05-24 23:18:11,"penting loh ini aplikasi, tapi dipersulit banget mau daftar atau login. tiap masukin nomor, kode OTP nya gapernah muncul di pesan. udah berkali² saya bolak balik keluar aplikasi cuma buat nungguin OTP nya, tapi tetep aja sampe 5x recheck nomor pun tetep aja gaada. gajelas!!",negatif
4,2025-05-24 19:08:16,"rujukan baiknya bisa diperpanjang lagi, Krn kuota selalu penuh, sehingga yg seharusnya mendapatkan 3 x kesempatan. Menjadi hanya 2 x saja untuk sekali rujukan. Hal ini berpengaruh PD obat yg diterima. Alhasil menjadi berkurang. Kecuali bisa ditambah untuk waktu yg terhambat dg quota. Jarak yg mepet dg peraturan permintaan rujukan dengan pendaftaran selanjutnya tidak memungkinkan mendaftar sesuai jadwal. (Krn quota sll habis). Mohon ada kebijaksanaan n perubahan LBH baik kedepannya. Trimakasih ..",positif
5,2025-05-24 18:40:23,sangat bagusnya,positif
5,2025-05-24 18:27:23,"nyaman, kalo cara nambahin peserta tapi sudah punya BPJS yg gratis itu gimana ya",positif
5,2025-05-24 18:20:10,ribet masuk aja kudu pake password lagi suka lupa klo lama ga pernah login jkn itu kaya dlu aja ga usaha pake pw klo mau masuk mobile jkn cukup id ktp sama ceh nya,negatif
5,2025-05-24 17:54:48,ѕangaт мeмвanтυ..,positif
5,2025-05-24 17:40:47,bagus dan cepat,positif
5,2025-05-24 17:40:20,TOP,positif
1,2025-05-24 17:23:13,"terlalu ribet sy mau ganti telpon mau ganti, nomor lama lupa berapa, ribet aplikasinya sampah, harus gampang krn ada nik, no kk no kartu bisa di input itu validasi paling penting sdh cukup",negatif
1,2025-05-24 17:15:57,mau daftar online buat kontrol kok gabisa?? kontrol 26 mei 2025 dan daftar 25 mei 2025 ttp ditolak daftar online nya. katanya h-1 bisa daftar tp ini engga bisa payah,negatif
1,2025-05-24 17:06:56,"mobil JKM terlalu ribet hanya ingin akses sj, dan ingin melakukan pergantian nomor bebrapa kali sulit, belum lagi layanan penganduan terlalu berbeli belit, sy ingini melakukan pengaduan karna tdk bisa akses ke Jkm mobil, dengan berbagai cara saya lakukan, mengetahui tindakan laporan malah harus akses akun lagi,Knp harus ribet penggantian no Hp, harus verifikasi sanau sini, lagian jg ini Jkn bukan aplikasi PERBANKan, harusnya mudah, krn kita sdh imput, NO krtu, Nik, KK, TAILAH APLIKASI INI",negatif
5,2025-05-24 16:50:26,bagus,positif
1,2025-05-24 16:25:08,nunggu kode mau masuknya 5 tahun kayanya y ga dikirim²,negatif
5,2025-05-24 15:54:22,mudah digunakan,positif
5,2025-05-24 15:37:11,sangat puas atas pelayanannya,positif
5,2025-05-24 15:25:43,tidak mengecewakan,negatif
1,2025-05-24 15:22:32,"Atas nama JOARIES PURNOMO mau masuk di aplikasinya jkn knp gak bisa yea, tolong dong diperbaiki secepatnya. Terima kasih 🙏",positif
1,2025-05-24 14:43:37,"dapat antrian sore trus pulanh kerumah mantau lewat aplikasi JKN sisa antrian berapa lagi, pas di JKN sisa 17 antrean langsung ke rs eh ternyata udah tutup tanya ke petugas disana katanya kita bisa di pantok in lewat aplikasi kak LAH TRUS GUNANYA APLIKASI JKN INI APAAAAA jadi ga kontrol hari ini jadi telat minum obat trus kontrol ulang senin besok",positif
5,2025-05-24 14:25:24,muantab,positif
5,2025-05-24 14:20:50,sangat mudah,positif
1,2025-05-24 14:11:17,berifikasi gagal.teruss,negatif
1,2025-05-24 14:11:04,"aplikasi setiap hari keluar terus,ya kali harus daftar terus,nenek ku susah menghafal sandinya",negatif
5,2025-05-24 14:03:28,mamtap,positif
5,2025-05-24 13:55:58,sangat bagus,positif
1,2025-05-24 13:47:12,"aplikasi dongo kode otp ga masuk masuk, udah ganti nomor juga sama aja",negatif
5,2025-05-24 13:41:13,good job,positif
1,2025-05-24 13:35:34,dipikir pikir kaya orang bodoh liatin kamera suruh tengok kiri tengok kanan terus senyum senyum tapi selalu gagal... pas udah berhasil bagian kiriman OTP yang gada masuk sms.. kalau ga niat bikin aplikasi jangan mempersulit orang..,negatif
5,2025-05-24 13:33:16,bagus dn sangat membantu 👍👍,positif
1,2025-05-24 13:29:34,"registrasi pertama harus kekantornya, tapi tiap bulan selalu harus verifikasi pin, tapi setiap mau verifikasi harus kode otp karna belum daftar pin, tapi kode pin gaada yg masuk udah ngisi pulsa udah restart hp tetep gamasuk, solusinya gimana ? mau masuk jkn aja gabisa aneh",negatif
5,2025-05-24 13:20:09,mantap,positif
5,2025-05-24 13:09:09,mempermudah pelayanan berobat,positif
5,2025-05-24 12:55:58,terima kasih,positif
1,2025-05-24 12:50:39,apk ga jelas,negatif
5,2025-05-24 12:46:50,sangat mempermudah sekali,positif
1,2025-05-24 12:41:32,"GAJELAS. YG BIKIN APLIKASI KAYAKNYA MASIH MAGANG. KODE OTP GK MASUK2, APA2AN? PADAHAL APLIKASI PEMERINTAH TAPI MALAH MENYUSAHKAN RAKYAT. TEBAK ANGGARAN BIKIN APK:V",negatif
5,2025-05-24 12:38:42,"sangat membantu, kami sekeluarga mengucapkan terimakasih 🙏",positif
5,2025-05-24 12:38:23,josss,positif
5,2025-05-24 12:32:58,"terimakasih jkn, kerna sangat membantu sekali... 👍👍👍",positif
5,2025-05-24 12:24:19,mudah dipahami,positif
5,2025-05-24 12:12:59,Alhamdulillah sangat membantu saya dalam menjalani pengobatan. terimakasih JKN,positif
5,2025-05-24 12:08:02,fast responsible,positif
5,2025-05-24 12:06:08,good,positif
5,2025-05-24 12:04:41,aplikasi ini sangat membantu,positif
1,2025-05-24 12:03:32,"Apalah nggak jelas aplikasinya.... mau daftar antrean aja nggak bisa pasti ""GAGAL TERHUBUNG KE SERVER RS"" Ayoolahhhh...... Kalau masih banyak bug JANGAN DIRILIS APLIKASINYA!!!!!!!!! Bukannya makin mudah MALAH MAKIN RIBET RUNYAM KOCAK NGEBUG Sekelas aplikasi pemerintah lohhhh.... Apa mau alesan ""kurang dana"" KORUPSI MULU KONTIL",negatif
5,2025-05-24 12:00:16,keren emang bisa pindah faskes dengan aplikasi,positif
3,2025-05-24 11:38:21,"tidak menerima kode otp apa pun, padahal sudah minta verifikasi beberapa kali, gmn mengatasi aplikasinya",netral
1,2025-05-24 11:32:00,"aplikasi kocak, gabisa reset password",negatif
1,2025-05-24 11:19:11,"ini apk yang gak jelas, udah berapa kali daftar ttep aja gak bisa, verifikasi otp sellu muncul ""cobalah beberapa lagi dan ""dapat cek koneksi internet anda"" heloooo ini aplikasinya yang eror apa hp aku yang rusak. ini udah berapa kali saya coba, smpe duduk di bawah router wifi, no masin aktif, apa si yang salah. sistem apa coba, bukanya meringankan masyarakat malah nambahi mumet. tolong dong di perbaiki sistemnya, gak perlu kasih bintang banyak banyak lah, satu aja udah nyesel ngasih bintangnya.",positif
1,2025-05-24 11:03:52,cara cek riwayat sakit anak gimana ya caranya yg bisa cuma kepala keluarga doang,negatif
5,2025-05-24 10:52:34,mantap jiwa,positif
5,2025-05-24 10:31:52,Tidak dapat membuka mobile jkn,positif
1,2025-05-24 10:23:54,"Verifikasi nomor telepon sampe 300 detik, udah selesai malah gak masuk apa-apa stak di nomor telepon gak bisa-bisa heran",negatif
5,2025-05-24 10:04:46,mantap aplikasih ya,positif
5,2025-05-24 09:57:29,memudahkan jika mau pindah faskes dan melihat history pengobatan,positif
5,2025-05-24 09:56:50,mantab,positif
5,2025-05-24 09:49:47,baguss,positif
3,2025-05-24 08:44:46,"Ini gimana yaa.. ngak bisa verifikasi wajah.. mau daftar mobile JKN ngak bisa.. susahh, padahal ngak pake kacamata, ngak pake masker ruangan terang. tetep ngak bisa udah beberapa kali. mau ke kantor cabang BPJS jauhh..",negatif
1,2025-05-24 08:38:19,mau pindah faskes gk bisa di akses,negatif
1,2025-05-24 08:30:11,"ribet bangst mau daftar aja susah udh bener ngisi no hp tetep ga ada masuk kode verif nya,gajelas bngt makan gajibut mulu",negatif
5,2025-05-24 08:20:44,Tidak semua faskes menggunakan layanan online,positif
5,2025-05-24 08:10:38,bagus,positif
5,2025-05-24 08:08:02,sangat membantu,positif
5,2025-05-24 08:00:19,sangat membantu,positif
5,2025-05-24 07:48:17,mantap,positif
1,2025-05-24 07:43:55,Sampah,negatif
1,2025-05-24 07:36:35,aplikasi jelek ...,negatif
1,2025-05-24 07:31:11,tolong perbaiki kode otp. tidak masuk saat minta kode OTP,positif
1,2025-05-24 07:30:22,kode otp tidak masuk. tolong perbaiki,positif
1,2025-05-24 07:24:11,"aplikasi membagongkan orang sakit di suruh verivikasi wajah hasil kaga,mana harus pake aplikasi lagi pas mau kontrol berobat, program menyusah kan.",negatif
5,2025-05-24 06:48:06,bagus,positif
5,2025-05-24 06:26:27,"sangat membantu, terima kasih banyak jkn sukses selalu",positif
1,2025-05-24 06:26:07,masa gangguan mulu ..ini aplikasi untuk org berobat lho .. gara2 gangguan kayak gjni kasian yg sakit donk,negatif
5,2025-05-24 06:24:33,mantul,positif
1,2025-05-24 06:15:44,"tolong mohon diperbaiki, saya mau verifikasi gak berhasil",positif
1,2025-05-24 05:47:24,gini amat aplikasinya...mau daftar nunggu otp nya nggak keluar² udah 3 jam di tunggu...bobrok..,positif
5,2025-05-24 05:45:05,good,positif
1,2025-05-24 05:33:41,"stuck diverifikasi nomor mulu, gajelas nih apk kocakkkk",negatif
5,2025-05-24 05:28:22,mantap,positif
5,2025-05-24 05:25:30,good,positif
1,2025-05-24 05:20:31,tidak bisa vertifikasi nomor,negatif
1,2025-05-24 05:09:09,"di persulit gini, nunggu kode otp tidak masuk masuk",negatif
5,2025-05-24 05:04:47,semakin mudah,positif
5,2025-05-24 05:02:39,sangat membantu,positif
5,2025-05-24 04:42:52,Semudah ini pelayanan nya.,positif
5,2025-05-24 04:40:57,mudah penggunaannya,positif
1,2025-05-24 04:34:01,"ini bagaimana ya kak, saya mau pindah faskes ke faskes yg terdekat dgn lokasiku yg sekarang tapi knp mesti konfirmasi nya pake wajah ya. Terus sudah di izinkan tapi tetap tidak muncul masa iya harus ke kantor BPJS",positif
1,2025-05-24 04:26:58,daftar di apk nya susah minta OTP terus tapi gak di kasih OTP nya kan tolol,negatif
5,2025-05-24 04:25:46,puasss,positif
5,2025-05-24 04:09:25,ok,positif
1,2025-05-24 04:05:23,aplikasi ampas,negatif
1,2025-05-24 03:55:12,apk sampah mau daftar aja susah,negatif
5,2025-05-24 03:44:10,mantap...perubahan faskes tidak lama terima kasih,positif
1,2025-05-24 03:37:33,Kode otpnya enggak dikirim kirim Enggak jelas👍,negatif
3,2025-05-24 03:35:50,"mau daftar susah banget verifikasi wajah , gagal teruuuuuus 😑",negatif
5,2025-05-24 03:35:12,luar biasa,positif
5,2025-05-24 03:25:03,sangat lancar,positif
1,2025-05-24 03:20:59,Ges mah rifuhh di ri rifuhh,negatif
1,2025-05-24 03:18:04,"apk gk jelas, mau daftar aja susah mau trima otp gk ada2, udh gtu mau verifikasi wajah malah eror, dahlah",negatif
1,2025-05-24 03:14:37,tolang di perbaiki LG kalaw daftar susah di kode otp coba pke wa jagan pake SMS,negatif
4,2025-05-24 03:13:02,kenapa seringkali harus login ulang yah... kenapa kalo login juga no NIK selalu salah padahal udah benar. dan susah sekali loginnya gak bisa2 sampe sekarang,negatif
1,2025-05-24 03:03:07,ga dpt2 kode otp nya pdhl udh ngulang 5×,negatif
1,2025-05-24 02:47:00,"aplikasi payah verivikasi sms gk keluar""",negatif
1,2025-05-24 02:42:38,Aplikasi Resmi Kurang memadai.,negatif
1,2025-05-24 02:30:20,aplikasinya malah susah d buka padahal passwordnya sama no nik sdh sama tp g bs masuk,negatif
1,2025-05-24 02:30:06,aplikasi nya bug saat memasukkan nomor untuk verifikasi kode verifikasi nya tidak muncul di sms aplikasi ga jelas tolong di perbaiki,negatif
1,2025-05-24 02:15:47,menunggu kode verifikasi melalui nomor hp lamanya seperti kena macet di jalan.. sampe sekarang sudah 2 hari cuma kerja daftarin aplikasi JKN MOBILE kendalanya di verifikasi nomor hp... apliaplikasi gak jelas,negatif
4,2025-05-24 02:11:58,sangat membantu,positif
1,2025-05-24 02:07:53,kenapa mau pilih faskes kolom provinsi dan kabupaten nya gabisa di klik? bolak balik daftar gabisa terus di klik. ini gimana ya solusinya????,negatif
5,2025-05-24 01:49:23,memudahkan,positif
